Title,Link,Snippet,Date Published,Keyword,Country,Date From,Date To,cosine_similarity,total_sum
THE STATE OF WHISTLEBLOWER & JOURNALIST PROTECTIONS ...,https://www.ohchr.org/Documents/Issues/Opinion/Protection/AmericanUniversitySchool.pdf,"May 18, 2015 ... Furthermore, China has a Freedom of Information Act (Order of the State. Council, No. 492), however, which seeks to safeguard “the legal access to government ...",,misinformation,China,18/5/15,19/5/15,0.3432082,84
REFORMING POLICIES FOR SMALL AND MEDIUM-SIZED ...,https://www.tnp2k.go.id/images/uploads/downloads/Reforming%20SMEs_0527_lowres.pdf,"May 24, 2015 ... Imported competition from China has become more intense in recent years. ... or that promote SMEs in a way that lies ... Law/regulation name & number. (if ...",,misinformation,China,23/5/15,24/5/15,0.32633716,85
REFORMING POLICIES FOR SMALL AND MEDIUM-SIZED ...,https://www.tnp2k.go.id/images/uploads/downloads/Reforming%20SMEs_0527_lowres.pdf,"May 24, 2015 ... Imported competition from China has become more intense in recent years. ... or that promote SMEs in a way that lies ... Law/regulation name & number. (if ...",,misinformation,China,24/5/15,25/5/15,0.32633716,86
Discourses of Deflection: The Politics of Framing China's South ...,https://www.water-alternatives.org/index.php/all-abs/286-a8-2-9/file,"May 29, 2015 ... The Chinese Communist Party's ability to provide adequate water resources to the North China ... Rather, ""[t]heir significance lies in the role they played in ...",,misinformation,China,29/5/15,30/5/15,0.3687722,87
Credibility Assessment in Claims based on Persecution for Reasons ...,https://www.iarmj.org/images/Berlin_2015/Berlit-Doerig-Storey_IARLJ-Berlin_2015.pdf,"Jun 5, 2015 ... ... Law Reform Bill No 2015–925 from 29 July 2015). 3 ... Here, the focus lies ... See the decision of the UK Upper Tribunal on the Chinese state and house churches in ...",,misinformation,China,4/6/15,5/6/15,0.45814085,88
Credibility Assessment in Claims based on Persecution for Reasons ...,https://www.iarmj.org/images/Berlin_2015/Berlit-Doerig-Storey_IARLJ-Berlin_2015.pdf,"Jun 5, 2015 ... ... Law Reform Bill No 2015–925 from 29 July 2015). 3 ... Here, the focus lies ... See the decision of the UK Upper Tribunal on the Chinese state and house churches in ...",,misinformation,China,5/6/15,6/6/15,0.45814085,89
Automatic Detection and Verification of Rumors on Twitter by ...,https://www.media.mit.edu/cogmac/publications/Soroush_Vosoughi_PHD_thesis.pdf,"Jun 6, 2015 ... misinformation spreading about a real-world event. For instance, a law enforcement employee trying to identify all the misinformation. (i.e. false rumors) ...",,misinformation,China,5/6/15,6/6/15,0.3428435,90
Automatic Detection and Verification of Rumors on Twitter by ...,https://www.media.mit.edu/cogmac/publications/Soroush_Vosoughi_PHD_thesis.pdf,"Jun 6, 2015 ... misinformation spreading about a real-world event. For instance, a law enforcement employee trying to identify all the misinformation. (i.e. false rumors) ...",,misinformation,China,6/6/15,7/6/15,0.3428435,91
Countering State-Sponsored Cyber Economic Espionage Under ...,https://securitypolicylaw.syr.edu/wp-content/uploads/2015/06/Lotrionte_Countering_State_Sponsored_Cyber_Economic_Espionage.pdf,"Jun 10, 2015 ... This Article utilizes China's conduct of economic espionage against American companies as a case study, identifying relevant international law at issue in ...",,misinformation,China,10/6/15,11/6/15,0.329148,92
Antitrust Class Actions in the Wake of Procedural Reform,https://www.repository.law.indiana.edu/cgi/viewcontent.cgi?article=11465&context=ilj,"Jun 22, 2015 ... This Article is brought to you for free and open access by the Maurer Law Journals at Digital Repository @ Maurer. Law. ... power); THE U.S.-CHINA BUS. COUNCIL, ...",,misinformation,China,21/6/15,22/6/15,0.3207962,93
"Weaving Tangled Webs: Offense, Defense, and Deception in ...",https://deterrence.ucsd.edu/_files/Weaving%20Tangled%20Webs_%20Offense%20Defense%20and%20Deception%20in%20Cyberspace.pdf,"Jun 22, 2015 ... 1974–2040. 12 Jack Goldsmith, Cybersecurity Treaties: A Skeptical View, Koret-Taube Task Force on National. Security and Law Future Challenges Essay (Stanford, ...",,misinformation,China,21/6/15,22/6/15,0.34671822,94
Antitrust Class Actions in the Wake of Procedural Reform,https://www.repository.law.indiana.edu/cgi/viewcontent.cgi?article=11465&context=ilj,"Jun 22, 2015 ... This Article is brought to you for free and open access by the Maurer Law Journals at Digital Repository @ Maurer. Law. ... power); THE U.S.-CHINA BUS. COUNCIL, ...",,misinformation,China,22/6/15,23/6/15,0.3207962,95
Impersonating China,https://www.jstor.org/stable/3594285,"Jun 29, 2015 ... the fantastic faqade of female impersonation lies a society's bent for a ""wayward"" ... China, China, be strong ... regulation of heterosexual behavior. Both the ...",,misinformation,China,29/6/15,30/6/15,0.33436826,96
Reputational Privacy and the Internet: A Matter for Law?,https://digitalcommons.osgoode.yorku.ca/cgi/viewcontent.cgi?article=1007&context=phd,"Jul 5, 2015 ... Each state has its own legal system, judicial system, and case law ... and misrepresentation is compounded by the ... China's constitution, labour law or medical ...",,misinformation,China,4/7/15,5/7/15,0.32153702,97
Counter Propaganda:,https://www.lse.ac.uk/iga/assets/documents/arena/archives/counter-propaganda-cases-from-us-public-diplomacy-and-beyond-july-2015-pdf.pdf,"Jul 8, 2015 ... The massive US information campaign of the. Cold War was a response to the threat of Communist propaganda from the Soviet Union. In our own time, China's large- ...",,misinformation,China,7/7/15,8/7/15,0.41134587,98
Counter Propaganda:,https://www.lse.ac.uk/iga/assets/documents/arena/archives/counter-propaganda-cases-from-us-public-diplomacy-and-beyond-july-2015-pdf.pdf,"Jul 8, 2015 ... The massive US information campaign of the. Cold War was a response to the threat of Communist propaganda from the Soviet Union. In our own time, China's large- ...",,misinformation,China,8/7/15,9/7/15,0.41134587,99
"Strategy, not Technology, Drives Digital Transformation | Deloitte",https://www2.deloitte.com/content/dam/Deloitte/fr/Documents/strategy/dup_strategy-not-technology-drives-digital-transformation.pdf,"Jul 14, 2015 ... The power of a digital transformation strategy lies ... China, Colombia, Denmark,. Finland, Greece ... Please see www.deloitte.com/us/about for a de tailed ...",,misinformation,China,13/7/15,14/7/15,0.30181193,100
Ethical considerations,https://iris.who.int/rest/bitstreams/1262611/retrieve,"Jul 24, 2015 ... Which aspects are research? The study was conducted in a changing environment of the provision of rural health services in China. The Chinese Government ...",,misinformation,China,23/7/15,24/7/15,0.31308523,101
Ethical considerations,https://iris.who.int/rest/bitstreams/1262611/retrieve,"Jul 24, 2015 ... Which aspects are research? The study was conducted in a changing environment of the provision of rural health services in China. The Chinese Government ...",,misinformation,China,24/7/15,25/7/15,0.31308523,102
Marxist Miscellany,https://www.marxists.org/subject/india/cpi/marxist-miscellany/1945-marxist-5.pdf,"Aug 6, 2015 ... lies or about 1,42,000 persons), have to live m ... Chinese Government and five by the Soviet Government. ... Chinese Treaty of Friendship and Alliance and as an ...",,misinformation,China,5/8/15,6/8/15,0.31817695,103
Marxist Miscellany,https://www.marxists.org/subject/india/cpi/marxist-miscellany/1945-marxist-5.pdf,"Aug 6, 2015 ... lies or about 1,42,000 persons), have to live m ... Chinese Government and five by the Soviet Government. ... Chinese Treaty of Friendship and Alliance and as an ...",,misinformation,China,6/8/15,7/8/15,0.31817695,104
Mistaken Assumptions in Equity: Sound Doctrine or Chimera?,https://digitalcommons.osgoode.yorku.ca/cgi/viewcontent.cgi?referer=&httpsredir=1&article=2503&context=scholarly_works,"Aug 13, 2015 ... law of misrepresentation. Thus, what might be ... China, a vessel, The Cape Providence, suffered serious structural ... doctrine which have also restricted the ...",,misinformation,China,13/8/15,14/8/15,0.33038768,105
When the Government is Lying . . .,https://www.jstor.org/stable/40546856,"Aug 24, 2015 ... in the interest of the cause. Likewise, of course, we all know that lies in our enemies' mouths always seem big and in our friends ...",,misinformation,China,24/8/15,25/8/15,0.31724742,106
Honesty and beliefs about honesty in 15 countries,https://ueaeco.github.io/working-papers/papers/ueaeco/UEA-ECO-15-01.pdf,"Sep 25, 2015 ... This correlation is mainly driven by GDP growth prior to 1950. 13In the first wave China and Japan were the least honest countries. India and South Korea were ...",,misinformation,China,25/9/15,26/9/15,0.3022771,107
Statement Analysis of Deception Detection,https://www.scirp.org/pdf/OALibJ_2016072011525988.pdf,"Oct 8, 2015 ... 2The Chinese University of Hong Kong, Hong Kong, China ... lies. Given. Page 2. D. S. Ma, D. A. Lin. OALibJ | DOI ... The law enforcement investigator noted that a ...",,misinformation,China,7/10/15,8/10/15,0.4342396,108
Statement Analysis of Deception Detection,https://www.scirp.org/pdf/OALibJ_2016072011525988.pdf,"Oct 8, 2015 ... 2The Chinese University of Hong Kong, Hong Kong, China ... lies. Given. Page 2. D. S. Ma, D. A. Lin. OALibJ | DOI ... The law enforcement investigator noted that a ...",,misinformation,China,8/10/15,9/10/15,0.4342396,109
a theoretical framework to address the trustworthiness of ...,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID3460903_code666310.pdf?abstractid=3460903&mirid=1,"Oct 31, 2015 ... Online misinformation raises questions about the trustworthiness of the traditional press, and the new ... in China, and complying with the policies that ...",,misinformation,China,30/10/15,31/10/15,0.325573,110
Responses to Call for Evidence on Collective Redundancy ...,https://assets.publishing.service.gov.uk/media/5a801703ed915d74e622c67a/summary_of_responses_-_combined_17-11-15.pdf,"Nov 4, 2015 ... landscape involving employment legislation, insolvency legislation, company law and case law. ... Where the failure lies ... The company was trying to move from the ...",,misinformation,China,4/11/15,5/11/15,0.39016512,111
Understanding propaganda and disinformation,https://www.europarl.europa.eu/RegData/etudes/ATAG/2015/571332/EPRS_ATA(2015)571332_EN.pdf,"Nov 6, 2015 ... In the 2009 agreement between the Shanghai Cooperation Organisation member states (until. July 2015, these were China, Russia, Kazakhstan, Kyrgyzstan ...",,misinformation,China,5/11/15,6/11/15,0.5447815,112
Understanding propaganda and disinformation,https://www.europarl.europa.eu/RegData/etudes/ATAG/2015/571332/EPRS_ATA(2015)571332_EN.pdf,"Nov 6, 2015 ... In the 2009 agreement between the Shanghai Cooperation Organisation member states (until. July 2015, these were China, Russia, Kazakhstan, Kyrgyzstan ...",,misinformation,China,6/11/15,7/11/15,0.5447815,113
Business failure research,https://mpra.ub.uni-muenchen.de/67848/1/MPRA_paper_67848.pdf,"Nov 12, 2015 ... (2013) 'Suntech's lessons for China's bankruptcy regime', International Financial Law Review. No. 32 Vol. 9, pp. 11. Lee, S. H., Yamakawa, Y., Peng, M. W. and ...",,misinformation,China,11/11/15,12/11/15,0.3168721,114
Business failure research,https://mpra.ub.uni-muenchen.de/67848/1/MPRA_paper_67848.pdf,"Nov 12, 2015 ... (2013) 'Suntech's lessons for China's bankruptcy regime', International Financial Law Review. No. 32 Vol. 9, pp. 11. Lee, S. H., Yamakawa, Y., Peng, M. W. and ...",,misinformation,China,12/11/15,13/11/15,0.3168721,115
"REPORT OF THE TASK FORCE REVIEW OF THE LEGAL, POLICY ...",https://statelaw.go.ke/wp-content/uploads/2020/07/Report-of-the-Task-Force-on-the-Review-of-the-Legal-Policy-and-Institutional-Framework-for-Fighting-Corruption.pdf,"Nov 20, 2015 ... ... China; Denmark; France; Ghana;. Hong Kong Special Administrative Area (SAR); Italy; Malaysia; Mauritius; Nigeria; Norway;. Romania; Rwanda; Sierra Leone ...",,misinformation,China,20/11/15,21/11/15,0.34274524,116
UNHEDGEABLE RISK: HOW CLIMATE CHANGE SENTIMENT ...,https://www.jbs.cam.ac.uk/wp-content/uploads/2020/08/crs-unhedgeable-risk.pdf,"Dec 7, 2015 ... 2 Shared Policy Assumptions (SPAs) are the regulations ... The fundamental assumption in developing these scenarios lies ... China, Europe, USA). New legal ...",,misinformation,China,6/12/15,7/12/15,0.3047568,117
UNHEDGEABLE RISK: HOW CLIMATE CHANGE SENTIMENT ...,https://www.jbs.cam.ac.uk/wp-content/uploads/2020/08/crs-unhedgeable-risk.pdf,"Dec 7, 2015 ... 2 Shared Policy Assumptions (SPAs) are the regulations ... The fundamental assumption in developing these scenarios lies ... China, Europe, USA). New legal ...",,misinformation,China,7/12/15,8/12/15,0.3047568,118
Authority conflicts in internet governance: Liberals vs. sovereigntists?,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E1035680DF6CAE90CD45A1EEFCCC1F97/S2045381720000167a.pdf/authority-conflicts-in-internet-governance-liberals-vs-sovereigntists.pdf,"Dec 23, 2015 ... to introduce legislation aimed at manifest violations of domestic criminal law, combating terrorist propaganda and disinformation, most notably when it ...",,misinformation,China,22/12/15,23/12/15,0.30171904,119
Authority conflicts in internet governance: Liberals vs. sovereigntists?,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E1035680DF6CAE90CD45A1EEFCCC1F97/S2045381720000167a.pdf/authority-conflicts-in-internet-governance-liberals-vs-sovereigntists.pdf,"Dec 23, 2015 ... to introduce legislation aimed at manifest violations of domestic criminal law, combating terrorist propaganda and disinformation, most notably when it ...",,misinformation,China,23/12/15,24/12/15,0.30171904,120
Deceit and the Classification of Crimes: Federal Rule of Evidence ...,https://www.jstor.org/stable/1144200,"Dec 26, 2015 ... 21 Peter Alldridge, Sex, Lies and the Criminal Law, 44 N. IRELAND LEGAL Q. 250, 251. (1993). Lloyd Weinreb has made a somewhat similar point: A society in ...",,misinformation,China,26/12/15,27/12/15,0.4074704,121
